minute,cpu_temp_c,gpu_temp_c,gpu_power_w,load1,mem_avail_kb,ra_rss_kb,ra_anon_kb,ra_file_kb,ra_shmem_kb,ra_swap_kb,ra_vsize_kb,comp_rss_kb,comp_anon_kb,comp_threads,enc_rss_kb,enc_anon_kb,hb_log_bytes,rec_log_bytes,archive_files,recovery_state,restarts,fec_groups,fec_send_errors
167.66,54.0,44.0,25.0,2.197265625,7947224,271632,72672,196772,2188,0,2540524,47696,35296,6,120508,27988,2881734,18180,0,PLAYING,1,1334894,0
168.16,54.25,44.0,23.0,2.73046875,7949220,271632,72672,196772,2188,0,2540524,47696,35296,6,120508,27988,2885642,18180,0,PLAYING,1,1338917,0
168.66,54.125,44.0,24.0,2.2294921875,7943836,271632,72672,196772,2188,0,2540524,47696,35296,6,120508,27988,2889550,18180,0,PLAYING,1,1342935,0
169.16,53.625,44.0,23.0,2.26171875,7945964,271652,72672,196772,2208,0,2543792,47696,35296,6,120508,27988,2892939,18597,0,PLAYING,1,1347046,0
169.66,55.375,44.0,24.0,2.44970703125,7955052,271656,72672,196772,2212,0,2545784,47696,35296,6,120508,27988,2896843,18597,0,PLAYING,1,1351095,0
170.17,55.0,44.0,22.0,2.26513671875,7958216,271656,72672,196772,2212,0,2542516,47700,35300,6,120508,27988,2900750,18597,0,PLAYING,1,1354969,0
170.67,55.375,45.0,25.0,2.63671875,7951044,271656,72672,196772,2212,0,2542516,47700,35300,6,120508,27988,2904657,18597,0,PLAYING,1,1358801,0
171.17,55.125,45.0,25.0,2.4111328125,7940644,271656,72672,196772,2212,0,2548716,47700,35300,6,120508,27988,2908562,18597,0,PLAYING,1,1362731,0
171.67,55.75,45.0,24.0,2.34912109375,7945652,271656,72672,196772,2212,0,2545784,47704,35304,6,120508,27988,2912468,18597,0,PLAYING,1,1366725,0
172.17,54.625,44.0,22.0,2.15869140625,7943144,271632,72672,196772,2188,0,2544620,47708,35308,6,120508,27988,2916378,18597,0,PLAYING,1,1370726,0
172.67,55.625,45.0,23.0,2.04736328125,7947804,271656,72672,196772,2212,0,2542516,47708,35308,6,120508,27988,2920287,18597,0,PLAYING,1,1374828,0
173.17,55.25,44.0,20.0,1.947265625,7945420,271656,72672,196772,2212,0,2544184,47708,35308,6,120524,28004,2923414,18597,0,PLAYING,1,1378843,0
173.67,55.25,44.0,24.0,1.8896484375,7969300,271656,72672,196772,2212,0,2545784,47708,35308,6,120524,28004,2923676,18597,0,PLAYING,1,1382897,0
174.17,54.125,43.0,22.0,1.7861328125,7948608,271632,72672,196772,2188,0,2540524,47712,35312,6,120524,28004,2927325,18732,0,PLAYING,0,1386778,0
174.67,53.75,45.0,23.0,1.6708984375,7960568,271632,72672,196772,2188,0,2540524,47712,35312,6,120524,28004,2931231,18732,0,PLAYING,0,1390768,0
175.17,53.875,44.0,21.0,1.8876953125,7955644,271632,72672,196772,2188,0,2540524,47712,35312,6,120524,28004,2933577,18867,0,PLAYING,0,1394845,0
175.67,54.0,43.0,20.0,1.8466796875,7944148,271656,72672,196772,2212,0,2549936,47712,35312,6,120524,28004,2934097,18867,0,PLAYING,0,1398958,0
176.17,54.625,43.0,22.0,1.8896484375,7957856,271656,72672,196772,2212,0,2540088,47712,35312,6,120524,28004,2935140,19002,0,PLAYING,0,1402887,0
176.67,55.5,44.0,25.0,1.95166015625,7951484,271656,72672,196772,2212,0,2554804,47716,35316,6,120524,28004,2938527,19002,0,PLAYING,0,1406720,0
177.17,55.75,44.0,24.0,2.12841796875,7966200,271656,72672,196772,2212,0,2544564,47716,35316,6,120524,28004,2942433,19002,0,PLAYING,0,1410599,0
177.67,55.625,45.0,24.0,2.51025390625,7966268,271656,72672,196772,2212,0,2542516,47720,35320,6,120524,28004,2946342,19002,0,PLAYING,0,1414648,0
178.17,54.5,44.0,26.0,2.22265625,7955976,271596,72672,196772,2152,0,2543792,47720,35320,6,120524,28004,2950251,19002,0,PLAYING,0,1418561,0
178.67,54.75,44.0,24.0,2.62109375,7958660,271656,72672,196772,2212,0,2542516,47724,35324,6,120524,28004,2954158,19002,0,PLAYING,0,1422750,0
179.17,56.125,45.0,24.0,2.5068359375,7955752,271656,72672,196772,2212,0,2544564,47724,35324,6,120524,28004,2958066,19002,0,PLAYING,0,1426655,0
179.67,55.75,45.0,24.0,2.2529296875,7954440,271656,72672,196772,2212,0,2544564,47724,35324,6,120524,28004,2961714,19002,0,PLAYING,0,1430759,0
